ppo, pdo, tpo, tdo
an actress threw a coffee to a colonel .,an actress threw a colonel a coffee .,a child bought a candy for an author .,a child bought an author a candy .
a secretary promised a cheese to a wife .,a secretary promised a wife a cheese .,a child bought a candy for an author .,a child bought an author a candy .
a chief sent a chicken to a business .,a chief sent a business a chicken .,a child bought a candy for an author .,a child bought an author a candy .
a manager gave a pie to a winner .,a manager gave a winner a pie .,a child bought a candy for an author .,a child bought an author a candy .
an uncle threw a cheese to a singer .,an uncle threw a singer a cheese .,a child bought a candy for an author .,a child bought an author a candy .
a princess sent a juice to a nurse .,a princess sent a nurse a juice .,a child bought a candy for an author .,a child bought an author a candy .
a woman took a cup to a priest .,a woman took a priest a cup .,a child bought a candy for an author .,a child bought an author a candy .
a husband took an instrument to a physician .,a husband took a physician an instrument .,a child bought a candy for an author .,a child bought an author a candy .
a guy promised a coffee to a doctor .,a guy promised a doctor a coffee .,a child bought a candy for an author .,a child bought an author a candy .
a singer threw a beer to a hero .,a singer threw a hero a beer .,a child bought a candy for an author .,a child bought an author a candy .
the brother made the newspaper for the prince .,the brother made the prince the newspaper .,the writer took the cigarette to the teacher .,the writer took the teacher the cigarette .
the daughter purchased the chocolate for the mayor .,the daughter purchased the mayor the chocolate .,the writer took the cigarette to the teacher .,the writer took the teacher the cigarette .
the colonel purchased the coffee for the mother .,the colonel purchased the mother the coffee .,the writer took the cigarette to the teacher .,the writer took the teacher the cigarette .
the adult made the button for the band .,the adult made the band the button .,the writer took the cigarette to the teacher .,the writer took the teacher the cigarette .
the priest purchased the candy for the nurse .,the priest purchased the nurse the candy .,the writer took the cigarette to the teacher .,the writer took the teacher the cigarette .
the president purchased the chicken for the king .,the president purchased the king the chicken .,the writer took the cigarette to the teacher .,the writer took the teacher the cigarette .
the child purchased the hat for the actress .,the child purchased the actress the hat .,the writer took the cigarette to the teacher .,the writer took the teacher the cigarette .
the lady found the cheese for the company .,the lady found the company the cheese .,the writer took the cigarette to the teacher .,the writer took the teacher the cigarette .
the worker found the salad for the kid .,the worker found the kid the salad .,the writer took the cigarette to the teacher .,the writer took the teacher the cigarette .
the girl found the coffee for the club .,the girl found the club the coffee .,the writer took the cigarette to the teacher .,the writer took the teacher the cigarette .
an attorney delivered a chicken for a physician .,an attorney delivered a physician a chicken .,a nurse promised a juice to a daughter .,a nurse promised a daughter a juice .
a friend bought a tea for a colonel .,a friend bought a colonel a tea .,a nurse promised a juice to a daughter .,a nurse promised a daughter a juice .
an employee bought a beer for a winner .,an employee bought a winner a beer .,a nurse promised a juice to a daughter .,a nurse promised a daughter a juice .
a guy found a coffee for a corporation .,a guy found a corporation a coffee .,a nurse promised a juice to a daughter .,a nurse promised a daughter a juice .
a husband caught a key for a partner .,a husband caught a partner a key .,a nurse promised a juice to a daughter .,a nurse promised a daughter a juice .
an employer bought a meal for a teacher .,an employer bought a teacher a meal .,a nurse promised a juice to a daughter .,a nurse promised a daughter a juice .
an uncle left a bag for a corporation .,an uncle left a corporation a bag .,a nurse promised a juice to a daughter .,a nurse promised a daughter a juice .
a mayor bought a coffee for a princess .,a mayor bought a princess a coffee .,a nurse promised a juice to a daughter .,a nurse promised a daughter a juice .
a teacher caught a knife for a guy .,a teacher caught a guy a knife .,a nurse promised a juice to a daughter .,a nurse promised a daughter a juice .
a husband got a cigarette for a bishop .,a husband got a bishop a cigarette .,a nurse promised a juice to a daughter .,a nurse promised a daughter a juice .
the uncle supplied the juice to the club .,the uncle supplied the club the juice .,the priest delivered the pie for the child .,the priest delivered the child the pie .
the singer promised the meal to the hero .,the singer promised the hero the meal .,the priest delivered the pie for the child .,the priest delivered the child the pie .
the guest fed the chicken to the winner .,the guest fed the winner the chicken .,the priest delivered the pie for the child .,the priest delivered the child the pie .
the lawyer showed the juice to the administration .,the lawyer showed the administration the juice .,the priest delivered the pie for the child .,the priest delivered the child the pie .
the woman supplied the coat to the company .,the woman supplied the company the coat .,the priest delivered the pie for the child .,the priest delivered the child the pie .
the hero showed the juice to the administration .,the hero showed the administration the juice .,the priest delivered the pie for the child .,the priest delivered the child the pie .
the captain sold the chicken to the army .,the captain sold the army the chicken .,the priest delivered the pie for the child .,the priest delivered the child the pie .
the scientist showed the ball to the company .,the scientist showed the company the ball .,the priest delivered the pie for the child .,the priest delivered the child the pie .
the opponent promised the juice to the employee .,the opponent promised the employee the juice .,the priest delivered the pie for the child .,the priest delivered the child the pie .
the leader showed the tea to the administration .,the leader showed the administration the tea .,the priest delivered the pie for the child .,the priest delivered the child the pie .
a pilot supplied a beer to a club .,a pilot supplied a club a beer .,an employer kept a key for an administration .,an employer kept an administration a key .
a princess sold a tea to a priest .,a princess sold a priest a tea .,an employer kept a key for an administration .,an employer kept an administration a key .
a secretary sent a crystal to a company .,a secretary sent a company a crystal .,an employer kept a key for an administration .,an employer kept an administration a key .
a priest supplied a coffee to a friend .,a priest supplied a friend a coffee .,an employer kept a key for an administration .,an employer kept an administration a key .
a buddy showed a meal to a partner .,a buddy showed a partner a meal .,an employer kept a key for an administration .,an employer kept an administration a key .
a partner showed a meal to a guy .,a partner showed a guy a meal .,an employer kept a key for an administration .,an employer kept an administration a key .
a child threw a pie to an author .,a child threw an author a pie .,an employer kept a key for an administration .,an employer kept an administration a key .
a singer showed a salad to a partner .,a singer showed a partner a salad .,an employer kept a key for an administration .,an employer kept an administration a key .
a woman sold a television to a pilot .,a woman sold a pilot a television .,an employer kept a key for an administration .,an employer kept an administration a key .
a kid brought a gun to an uncle .,a kid brought an uncle a gun .,an employer kept a key for an administration .,an employer kept an administration a key .
the champion took the computer to the colonel .,the champion took the colonel the computer .,the son saved the meal for the professor .,the son saved the professor the meal .
the colonel sent the tea to the business .,the colonel sent the business the tea .,the son saved the meal for the professor .,the son saved the professor the meal .
the mother supplied the coffee to the candidate .,the mother supplied the candidate the coffee .,the son saved the meal for the professor .,the son saved the professor the meal .
the bishop showed the book to the administration .,the bishop showed the administration the book .,the son saved the meal for the professor .,the son saved the professor the meal .
the cop supplied the key to the corporation .,the cop supplied the corporation the key .,the son saved the meal for the professor .,the son saved the professor the meal .
the man supplied the coffee to the kid .,the man supplied the kid the coffee .,the son saved the meal for the professor .,the son saved the professor the meal .
the mayor supplied the salad to the winner .,the mayor supplied the winner the salad .,the son saved the meal for the professor .,the son saved the professor the meal .
the guest sent the camera to the aunt .,the guest sent the aunt the camera .,the son saved the meal for the professor .,the son saved the professor the meal .
the president gave the ball to the army .,the president gave the army the ball .,the son saved the meal for the professor .,the son saved the professor the meal .
the mayor sent the cheese to the leader .,the mayor sent the leader the cheese .,the son saved the meal for the professor .,the son saved the professor the meal .
a worker purchased a beer for a student .,a worker purchased a student a beer .,a lady showed a coffee to a kid .,a lady showed a kid a coffee .
a wife drew a motor for a partner .,a wife drew a partner a motor .,a lady showed a coffee to a kid .,a lady showed a kid a coffee .
an attorney delivered a meal for a king .,an attorney delivered a king a meal .,a lady showed a coffee to a kid .,a lady showed a kid a coffee .
a bishop made a button for a captain .,a bishop made a captain a button .,a lady showed a coffee to a kid .,a lady showed a kid a coffee .
a pilot made a newspaper for an author .,a pilot made an author a newspaper .,a lady showed a coffee to a kid .,a lady showed a kid a coffee .
a teacher left a beer for an administration .,a teacher left an administration a beer .,a lady showed a coffee to a kid .,a lady showed a kid a coffee .
a singer left a motor for an army .,a singer left an army a motor .,a lady showed a coffee to a kid .,a lady showed a kid a coffee .
a minister left a key for a corporation .,a minister left a corporation a key .,a lady showed a coffee to a kid .,a lady showed a kid a coffee .
an army designed a bowl for a club .,an army designed a club a bowl .,a lady showed a coffee to a kid .,a lady showed a kid a coffee .
an actress kept a juice for a club .,an actress kept a club a juice .,a lady showed a coffee to a kid .,a lady showed a kid a coffee .
the girl took the bowl to the lawyer .,the girl took the lawyer the bowl .,the corporation designed the motor for the company .,the corporation designed the company the motor .
the doctor gave the candy to the band .,the doctor gave the band the candy .,the corporation designed the motor for the company .,the corporation designed the company the motor .
the priest supplied the salad to the club .,the priest supplied the club the salad .,the corporation designed the motor for the company .,the corporation designed the company the motor .
the singer gave the chocolate to the administration .,the singer gave the administration the chocolate .,the corporation designed the motor for the company .,the corporation designed the company the motor .
the man threw the coffee to the employee .,the man threw the employee the coffee .,the corporation designed the motor for the company .,the corporation designed the company the motor .
the daughter promised the salad to the aunt .,the daughter promised the aunt the salad .,the corporation designed the motor for the company .,the corporation designed the company the motor .
the opponent threw the camera to the president .,the opponent threw the president the camera .,the corporation designed the motor for the company .,the corporation designed the company the motor .
the mother showed the coffee to the colonel .,the mother showed the colonel the coffee .,the corporation designed the motor for the company .,the corporation designed the company the motor .
the employer promised the beer to the chief .,the employer promised the chief the beer .,the corporation designed the motor for the company .,the corporation designed the company the motor .
the lady sold the cheese to the army .,the lady sold the army the cheese .,the corporation designed the motor for the company .,the corporation designed the company the motor .
an actor designed a knife for a doctor .,an actor designed a doctor a knife .,a wife brought a juice to a business .,a wife brought a business a juice .
a secretary designed a telephone for a lady .,a secretary designed a lady a telephone .,a wife brought a juice to a business .,a wife brought a business a juice .
a scientist left a button for a champion .,a scientist left a champion a button .,a wife brought a juice to a business .,a wife brought a business a juice .
a manager caught a jacket for a reader .,a manager caught a reader a jacket .,a wife brought a juice to a business .,a wife brought a business a juice .
a parent made a box for a club .,a parent made a club a box .,a wife brought a juice to a business .,a wife brought a business a juice .
a prince caught a cigarette for an uncle .,a prince caught an uncle a cigarette .,a wife brought a juice to a business .,a wife brought a business a juice .
a nurse bought a ball for a buddy .,a nurse bought a buddy a ball .,a wife brought a juice to a business .,a wife brought a business a juice .
an opponent purchased a beer for an aunt .,an opponent purchased an aunt a beer .,a wife brought a juice to a business .,a wife brought a business a juice .
a brother purchased a salad for a princess .,a brother purchased a princess a salad .,a wife brought a juice to a business .,a wife brought a business a juice .
a friend purchased a bowl for a parent .,a friend purchased a parent a bowl .,a wife brought a juice to a business .,a wife brought a business a juice .
the hero kept the chicken for the club .,the hero kept the club the chicken .,the guest supplied the coffee to the band .,the guest supplied the band the coffee .
the mayor saved the log for the administration .,the mayor saved the administration the log .,the guest supplied the coffee to the band .,the guest supplied the band the coffee .
the guy made the anchor for the club .,the guy made the club the anchor .,the guest supplied the coffee to the band .,the guest supplied the band the coffee .
the soldier saved the beer for the actor .,the soldier saved the actor the beer .,the guest supplied the coffee to the band .,the guest supplied the band the coffee .
the man made the book for the bishop .,the man made the bishop the book .,the guest supplied the coffee to the band .,the guest supplied the band the coffee .
the manager purchased the beer for the army .,the manager purchased the army the beer .,the guest supplied the coffee to the band .,the guest supplied the band the coffee .
the parent caught the bowl for the mother .,the parent caught the mother the bowl .,the guest supplied the coffee to the band .,the guest supplied the band the coffee .
the captain purchased the television for the child .,the captain purchased the child the television .,the guest supplied the coffee to the band .,the guest supplied the band the coffee .
the lawyer caught the camera for the doctor .,the lawyer caught the doctor the camera .,the guest supplied the coffee to the band .,the guest supplied the band the coffee .
the writer purchased the beer for the administration .,the writer purchased the administration the beer .,the guest supplied the coffee to the band .,the guest supplied the band the coffee .
a husband fed a cheese to an opponent .,a husband fed an opponent a cheese .,a corporation designed a telephone for a club .,a corporation designed a club a telephone .
an opponent fed a pie to a teacher .,an opponent fed a teacher a pie .,a corporation designed a telephone for a club .,a corporation designed a club a telephone .
a partner supplied a crystal to a girl .,a partner supplied a girl a crystal .,a corporation designed a telephone for a club .,a corporation designed a club a telephone .
an actress threw a cheese to a king .,an actress threw a king a cheese .,a corporation designed a telephone for a club .,a corporation designed a club a telephone .
a girl took a motor to a physician .,a girl took a physician a motor .,a corporation designed a telephone for a club .,a corporation designed a club a telephone .
a doctor showed a juice to a reader .,a doctor showed a reader a juice .,a corporation designed a telephone for a club .,a corporation designed a club a telephone .
a guest sent a pie to a lawyer .,a guest sent a lawyer a pie .,a corporation designed a telephone for a club .,a corporation designed a club a telephone .
a president sold a salad to a teacher .,a president sold a teacher a salad .,a corporation designed a telephone for a club .,a corporation designed a club a telephone .
a cousin brought a coffee to a secretary .,a cousin brought a secretary a coffee .,a corporation designed a telephone for a club .,a corporation designed a club a telephone .
a brother supplied a chicken to a colonel .,a brother supplied a colonel a chicken .,a corporation designed a telephone for a club .,a corporation designed a club a telephone .
the captain threw the cheese to the opponent .,the captain threw the opponent the cheese .,the parent delivered the juice for the teacher .,the parent delivered the teacher the juice .
the president threw the tea to the wife .,the president threw the wife the tea .,the parent delivered the juice for the teacher .,the parent delivered the teacher the juice .
the soldier threw the bottle to the husband .,the soldier threw the husband the bottle .,the parent delivered the juice for the teacher .,the parent delivered the teacher the juice .
the brother showed the camera to the band .,the brother showed the band the camera .,the parent delivered the juice for the teacher .,the parent delivered the teacher the juice .
the president promised the cheese to the boy .,the president promised the boy the cheese .,the parent delivered the juice for the teacher .,the parent delivered the teacher the juice .
the champion supplied the salad to the corporation .,the champion supplied the corporation the salad .,the parent delivered the juice for the teacher .,the parent delivered the teacher the juice .
the manager supplied the chocolate to the actress .,the manager supplied the actress the chocolate .,the parent delivered the juice for the teacher .,the parent delivered the teacher the juice .
the champion threw the bag to the manager .,the champion threw the manager the bag .,the parent delivered the juice for the teacher .,the parent delivered the teacher the juice .
the daughter fed the chicken to the king .,the daughter fed the king the chicken .,the parent delivered the juice for the teacher .,the parent delivered the teacher the juice .
the buddy supplied the coffee to the club .,the buddy supplied the club the coffee .,the parent delivered the juice for the teacher .,the parent delivered the teacher the juice .
a son brought a meal to a club .,a son brought a club a meal .,a captain caught a bell for a guy .,a captain caught a guy a bell .
a soldier took a bottle to an employer .,a soldier took an employer a bottle .,a captain caught a bell for a guy .,a captain caught a guy a bell .
a woman fed a chocolate to an employer .,a woman fed an employer a chocolate .,a captain caught a bell for a guy .,a captain caught a guy a bell .
a soldier supplied a beer to a writer .,a soldier supplied a writer a beer .,a captain caught a bell for a guy .,a captain caught a guy a bell .
a mayor gave a meal to a business .,a mayor gave a business a meal .,a captain caught a bell for a guy .,a captain caught a guy a bell .
a lady showed a plate to a corporation .,a lady showed a corporation a plate .,a captain caught a bell for a guy .,a captain caught a guy a bell .
a president showed a key to a club .,a president showed a club a key .,a captain caught a bell for a guy .,a captain caught a guy a bell .
a king promised a chocolate to a mayor .,a king promised a mayor a chocolate .,a captain caught a bell for a guy .,a captain caught a guy a bell .
a hero brought a chocolate to a company .,a hero brought a company a chocolate .,a captain caught a bell for a guy .,a captain caught a guy a bell .
a secretary brought a chocolate to a club .,a secretary brought a club a chocolate .,a captain caught a bell for a guy .,a captain caught a guy a bell .
the worker drew the knife for the band .,the worker drew the band the knife .,the winner promised the tea to the daughter .,the winner promised the daughter the tea .
the uncle made the gun for the band .,the uncle made the band the gun .,the winner promised the tea to the daughter .,the winner promised the daughter the tea .
the guy made the ball for the chief .,the guy made the chief the ball .,the winner promised the tea to the daughter .,the winner promised the daughter the tea .
the cousin found the bottle for the minister .,the cousin found the minister the bottle .,the winner promised the tea to the daughter .,the winner promised the daughter the tea .
the guy left the pie for the army .,the guy left the army the pie .,the winner promised the tea to the daughter .,the winner promised the daughter the tea .
the manager delivered the cheese for the employer .,the manager delivered the employer the cheese .,the winner promised the tea to the daughter .,the winner promised the daughter the tea .
the soldier left the salad for the band .,the soldier left the band the salad .,the winner promised the tea to the daughter .,the winner promised the daughter the tea .
the nurse drew the telephone for the club .,the nurse drew the club the telephone .,the winner promised the tea to the daughter .,the winner promised the daughter the tea .
the minister bought the telephone for the singer .,the minister bought the singer the telephone .,the winner promised the tea to the daughter .,the winner promised the daughter the tea .
the captain drew the guitar for the corporation .,the captain drew the corporation the guitar .,the winner promised the tea to the daughter .,the winner promised the daughter the tea .
a singer made a gun for a reader .,a singer made a reader a gun .,an aunt fed a pie to a lady .,an aunt fed a lady a pie .
a wife drew a motor for a band .,a wife drew a band a motor .,an aunt fed a pie to a lady .,an aunt fed a lady a pie .
a reader found a candy for a club .,a reader found a club a candy .,an aunt fed a pie to a lady .,an aunt fed a lady a pie .
a nurse drew an anchor for a worker .,a nurse drew a worker an anchor .,an aunt fed a pie to a lady .,an aunt fed a lady a pie .
a child bought a juice for a friend .,a child bought a friend a juice .,an aunt fed a pie to a lady .,an aunt fed a lady a pie .
a kid drew an instrument for a daughter .,a kid drew a daughter an instrument .,an aunt fed a pie to a lady .,an aunt fed a lady a pie .
a manager caught a ball for a hero .,a manager caught a hero a ball .,an aunt fed a pie to a lady .,an aunt fed a lady a pie .
a parent left a tea for a corporation .,a parent left a corporation a tea .,an aunt fed a pie to a lady .,an aunt fed a lady a pie .
a champion kept a beer for a club .,a champion kept a club a beer .,an aunt fed a pie to a lady .,an aunt fed a lady a pie .
a worker purchased a bag for a company .,a worker purchased a company a bag .,an aunt fed a pie to a lady .,an aunt fed a lady a pie .
the husband made the crystal for the administration .,the husband made the administration the crystal .,the woman sent the beer to the company .,the woman sent the company the beer .
the pilot found the chicken for the army .,the pilot found the army the chicken .,the woman sent the beer to the company .,the woman sent the company the beer .
the colonel drew the log for the band .,the colonel drew the band the log .,the woman sent the beer to the company .,the woman sent the company the beer .
the president purchased the cheese for the administration .,the president purchased the administration the cheese .,the woman sent the beer to the company .,the woman sent the company the beer .
the prince left the instrument for the student .,the prince left the student the instrument .,the woman sent the beer to the company .,the woman sent the company the beer .
the physician drew the computer for the club .,the physician drew the club the computer .,the woman sent the beer to the company .,the woman sent the company the beer .
the kid left the cheese for the student .,the kid left the student the cheese .,the woman sent the beer to the company .,the woman sent the company the beer .
the priest caught the knife for the son .,the priest caught the son the knife .,the woman sent the beer to the company .,the woman sent the company the beer .
the doctor made the plate for the soldier .,the doctor made the soldier the plate .,the woman sent the beer to the company .,the woman sent the company the beer .
the lawyer drew the log for the partner .,the lawyer drew the partner the log .,the woman sent the beer to the company .,the woman sent the company the beer .
a guest delivered an anchor for an actress .,a guest delivered an actress an anchor .,an employee threw a cheese to an attorney .,an employee threw an attorney a cheese .
a soldier found a coffee for a king .,a soldier found a king a coffee .,an employee threw a cheese to an attorney .,an employee threw an attorney a cheese .
a singer drew an engine for a princess .,a singer drew a princess an engine .,an employee threw a cheese to an attorney .,an employee threw an attorney a cheese .
a winner purchased a chocolate for a hero .,a winner purchased a hero a chocolate .,an employee threw a cheese to an attorney .,an employee threw an attorney a cheese .
an opponent delivered a juice for an aunt .,an opponent delivered an aunt a juice .,an employee threw a cheese to an attorney .,an employee threw an attorney a cheese .
a minister got a box for a kid .,a minister got a kid a box .,an employee threw a cheese to an attorney .,an employee threw an attorney a cheese .
a friend got a hat for a king .,a friend got a king a hat .,an employee threw a cheese to an attorney .,an employee threw an attorney a cheese .
a reader purchased a tea for an administration .,a reader purchased an administration a tea .,an employee threw a cheese to an attorney .,an employee threw an attorney a cheese .
a child purchased a tea for a guest .,a child purchased a guest a tea .,an employee threw a cheese to an attorney .,an employee threw an attorney a cheese .
a mother designed an instrument for a professor .,a mother designed a professor an instrument .,an employee threw a cheese to an attorney .,an employee threw an attorney a cheese .
the uncle promised the meal to the cop .,the uncle promised the cop the meal .,the worker found the wire for the physician .,the worker found the physician the wire .
the priest threw the candy to the writer .,the priest threw the writer the candy .,the worker found the wire for the physician .,the worker found the physician the wire .
the pilot gave the beer to the business .,the pilot gave the business the beer .,the worker found the wire for the physician .,the worker found the physician the wire .
the child sold the salad to the cop .,the child sold the cop the salad .,the worker found the wire for the physician .,the worker found the physician the wire .
the writer threw the bell to the attorney .,the writer threw the attorney the bell .,the worker found the wire for the physician .,the worker found the physician the wire .
the princess sold the television to the administration .,the princess sold the administration the television .,the worker found the wire for the physician .,the worker found the physician the wire .
the mayor took the iron to the daughter .,the mayor took the daughter the iron .,the worker found the wire for the physician .,the worker found the physician the wire .
the opponent threw the candy to the lady .,the opponent threw the lady the candy .,the worker found the wire for the physician .,the worker found the physician the wire .
the president promised the plate to the cousin .,the president promised the cousin the plate .,the worker found the wire for the physician .,the worker found the physician the wire .
the child sent the tea to the company .,the child sent the company the tea .,the worker found the wire for the physician .,the worker found the physician the wire .
a physician kept a card for a son .,a physician kept a son a card .,a candidate brought a chocolate to a man .,a candidate brought a man a chocolate .
a student found a juice for a friend .,a student found a friend a juice .,a candidate brought a chocolate to a man .,a candidate brought a man a chocolate .
a reader purchased a meal for an employee .,a reader purchased an employee a meal .,a candidate brought a chocolate to a man .,a candidate brought a man a chocolate .
a priest left a coffee for an employee .,a priest left an employee a coffee .,a candidate brought a chocolate to a man .,a candidate brought a man a chocolate .
a teacher bought a coffee for an author .,a teacher bought an author a coffee .,a candidate brought a chocolate to a man .,a candidate brought a man a chocolate .
an adult kept a coffee for a club .,an adult kept a club a coffee .,a candidate brought a chocolate to a man .,a candidate brought a man a chocolate .
a brother saved a log for an aunt .,a brother saved an aunt a log .,a candidate brought a chocolate to a man .,a candidate brought a man a chocolate .
a student kept a juice for a colonel .,a student kept a colonel a juice .,a candidate brought a chocolate to a man .,a candidate brought a man a chocolate .
a professor made a card for a band .,a professor made a band a card .,a candidate brought a chocolate to a man .,a candidate brought a man a chocolate .
a pilot left a salad for a guest .,a pilot left a guest a salad .,a candidate brought a chocolate to a man .,a candidate brought a man a chocolate .
the woman brought the coat to the lawyer .,the woman brought the lawyer the coat .,the princess bought the glass for the student .,the princess bought the student the glass .
the son took the bowl to the leader .,the son took the leader the bowl .,the princess bought the glass for the student .,the princess bought the student the glass .
the chief brought the coffee to the employer .,the chief brought the employer the coffee .,the princess bought the glass for the student .,the princess bought the student the glass .
the minister gave the newspaper to the army .,the minister gave the army the newspaper .,the princess bought the glass for the student .,the princess bought the student the glass .
the lady brought the tea to the leader .,the lady brought the leader the tea .,the princess bought the glass for the student .,the princess bought the student the glass .
the president promised the cheese to the chief .,the president promised the chief the cheese .,the princess bought the glass for the student .,the princess bought the student the glass .
the attorney brought the meal to the company .,the attorney brought the company the meal .,the princess bought the glass for the student .,the princess bought the student the glass .
the mayor brought the key to the actress .,the mayor brought the actress the key .,the princess bought the glass for the student .,the princess bought the student the glass .
the adult took the jacket to the lawyer .,the adult took the lawyer the jacket .,the princess bought the glass for the student .,the princess bought the student the glass .
the lawyer brought the television to the band .,the lawyer brought the band the television .,the princess bought the glass for the student .,the princess bought the student the glass .
a president showed a chicken to a guy .,a president showed a guy a chicken .,a student caught a machine for a scientist .,a student caught a scientist a machine .
a friend brought a pie to an uncle .,a friend brought an uncle a pie .,a student caught a machine for a scientist .,a student caught a scientist a machine .
an employee brought a camera to a business .,an employee brought a business a camera .,a student caught a machine for a scientist .,a student caught a scientist a machine .
a brother supplied a tea to a chief .,a brother supplied a chief a tea .,a student caught a machine for a scientist .,a student caught a scientist a machine .
an employer took a bag to a father .,an employer took a father a bag .,a student caught a machine for a scientist .,a student caught a scientist a machine .
a friend supplied a beer to an aunt .,a friend supplied an aunt a beer .,a student caught a machine for a scientist .,a student caught a scientist a machine .
a sheriff sent a tea to a club .,a sheriff sent a club a tea .,a student caught a machine for a scientist .,a student caught a scientist a machine .
a prince promised a bowl to a secretary .,a prince promised a secretary a bowl .,a student caught a machine for a scientist .,a student caught a scientist a machine .
a lady promised a key to a kid .,a lady promised a kid a key .,a student caught a machine for a scientist .,a student caught a scientist a machine .
an adult gave a beer to an administration .,an adult gave an administration a beer .,a student caught a machine for a scientist .,a student caught a scientist a machine .
the friend showed the meal to the company .,the friend showed the company the meal .,the secretary found the jacket for the band .,the secretary found the band the jacket .
the colonel sold the wire to the corporation .,the colonel sold the corporation the wire .,the secretary found the jacket for the band .,the secretary found the band the jacket .
the guy sold the candy to the kid .,the guy sold the kid the candy .,the secretary found the jacket for the band .,the secretary found the band the jacket .
the colonel took the iron to the partner .,the colonel took the partner the iron .,the secretary found the jacket for the band .,the secretary found the band the jacket .
the colonel promised the beer to the son .,the colonel promised the son the beer .,the secretary found the jacket for the band .,the secretary found the band the jacket .
the nurse brought the chicken to the husband .,the nurse brought the husband the chicken .,the secretary found the jacket for the band .,the secretary found the band the jacket .
the chief supplied the tea to the hero .,the chief supplied the hero the tea .,the secretary found the jacket for the band .,the secretary found the band the jacket .
the man gave the card to the opponent .,the man gave the opponent the card .,the secretary found the jacket for the band .,the secretary found the band the jacket .
the actress showed the cheese to the company .,the actress showed the company the cheese .,the secretary found the jacket for the band .,the secretary found the band the jacket .
the cousin supplied the salad to the mayor .,the cousin supplied the mayor the salad .,the secretary found the jacket for the band .,the secretary found the band the jacket .
an uncle drew a plate for an adult .,an uncle drew an adult a plate .,a professor brought a pie to a company .,a professor brought a company a pie .
a soldier designed a hat for a mother .,a soldier designed a mother a hat .,a professor brought a pie to a company .,a professor brought a company a pie .
a champion caught a ball for a singer .,a champion caught a singer a ball .,a professor brought a pie to a company .,a professor brought a company a pie .
an army designed a bottle for a club .,an army designed a club a bottle .,a professor brought a pie to a company .,a professor brought a company a pie .
a princess bought a television for a lawyer .,a princess bought a lawyer a television .,a professor brought a pie to a company .,a professor brought a company a pie .
a singer designed a coat for a princess .,a singer designed a princess a coat .,a professor brought a pie to a company .,a professor brought a company a pie .
a mayor bought a key for a physician .,a mayor bought a physician a key .,a professor brought a pie to a company .,a professor brought a company a pie .
a sheriff drew a plate for an adult .,a sheriff drew an adult a plate .,a professor brought a pie to a company .,a professor brought a company a pie .
a leader kept a beer for a captain .,a leader kept a captain a beer .,a professor brought a pie to a company .,a professor brought a company a pie .
a secretary purchased a juice for a band .,a secretary purchased a band a juice .,a professor brought a pie to a company .,a professor brought a company a pie .
the candidate supplied the machine to the mayor .,the candidate supplied the mayor the machine .,the writer got the chocolate for the opponent .,the writer got the opponent the chocolate .
the guy fed the cheese to the leader .,the guy fed the leader the cheese .,the writer got the chocolate for the opponent .,the writer got the opponent the chocolate .
the partner fed the cheese to the attorney .,the partner fed the attorney the cheese .,the writer got the chocolate for the opponent .,the writer got the opponent the chocolate .
the candidate sold the meal to the administration .,the candidate sold the administration the meal .,the writer got the chocolate for the opponent .,the writer got the opponent the chocolate .
the husband threw the juice to the parent .,the husband threw the parent the juice .,the writer got the chocolate for the opponent .,the writer got the opponent the chocolate .
the prince fed the chicken to the lawyer .,the prince fed the lawyer the chicken .,the writer got the chocolate for the opponent .,the writer got the opponent the chocolate .
the champion sold the beer to the daughter .,the champion sold the daughter the beer .,the writer got the chocolate for the opponent .,the writer got the opponent the chocolate .
the princess promised the coffee to the uncle .,the princess promised the uncle the coffee .,the writer got the chocolate for the opponent .,the writer got the opponent the chocolate .
the attorney fed the meal to the buddy .,the attorney fed the buddy the meal .,the writer got the chocolate for the opponent .,the writer got the opponent the chocolate .
the brother showed the coffee to the captain .,the brother showed the captain the coffee .,the writer got the chocolate for the opponent .,the writer got the opponent the chocolate .
a woman purchased a beer for a club .,a woman purchased a club a beer .,a sheriff took a book to a president .,a sheriff took a president a book .
an opponent purchased a cheese for a champion .,an opponent purchased a champion a cheese .,a sheriff took a book to a president .,a sheriff took a president a book .
an actress made a gun for a company .,an actress made a company a gun .,a sheriff took a book to a president .,a sheriff took a president a book .
a husband caught a cup for a guest .,a husband caught a guest a cup .,a sheriff took a book to a president .,a sheriff took a president a book .
a professor purchased a juice for a boy .,a professor purchased a boy a juice .,a sheriff took a book to a president .,a sheriff took a president a book .
a pilot caught a television for a guest .,a pilot caught a guest a television .,a sheriff took a book to a president .,a sheriff took a president a book .
a buddy made a motor for a club .,a buddy made a club a motor .,a sheriff took a book to a president .,a sheriff took a president a book .
a winner purchased a beer for a corporation .,a winner purchased a corporation a beer .,a sheriff took a book to a president .,a sheriff took a president a book .
a manager saved a salad for a corporation .,a manager saved a corporation a salad .,a sheriff took a book to a president .,a sheriff took a president a book .
a champion drew a knife for an uncle .,a champion drew an uncle a knife .,a sheriff took a book to a president .,a sheriff took a president a book .
the father got the chocolate for the adult .,the father got the adult the chocolate .,the actress showed the coffee to the band .,the actress showed the band the coffee .
